date,asset,action,quantity,price,value,reason,score_before,score_after,bucket,regime
2025-01-22,WMT,HOLD,33,93.23,3076.59,New position,0.0,0.599,Risk Assets,REFLATION
2025-01-23,TSLA,HOLD,7,412.38,2886.66,New position,0.0,0.599,Risk Assets,REFLATION
2025-01-23,JPM,HOLD,12,265.95,3191.4,New position,0.0,0.599,Risk Assets,REFLATION
2025-01-23,AAPL,HOLD,12,223.66,2683.92,New position,0.0,0.594,Risk Assets,REFLATION
2025-01-23,CME,HOLD,21,233.38,4900.98,New position,0.0,0.609,Risk Assets,REFLATION
2025-01-23,WMT,HOLD,33,93.81,3095.73,New position,0.0,0.599,Risk Assets,REFLATION
2025-01-24,TSLA,HOLD,7,406.58,2846.06,New position,0.0,0.599,Risk Assets,REFLATION
2025-01-24,JPM,HOLD,12,264.84,3178.08,New position,0.0,0.599,Risk Assets,REFLATION
2025-01-24,AAPL,HOLD,12,222.78,2673.36,New position,0.0,0.594,Risk Assets,REFLATION
2025-01-24,CME,HOLD,21,234.68,4928.28,New position,0.0,0.609,Risk Assets,REFLATION
2025-01-24,WMT,HOLD,33,94.76,3127.08,New position,0.0,0.599,Risk Assets,REFLATION
2025-01-27,TSLA,HOLD,7,397.15,2780.05,New position,0.0,0.599,Risk Assets,REFLATION
2025-01-27,JPM,HOLD,12,265.85,3190.2,New position,0.0,0.599,Risk Assets,REFLATION
2025-01-27,AAPL,HOLD,12,229.86,2758.32,New position,0.0,0.594,Risk Assets,REFLATION
2025-01-27,CME,HOLD,21,236.95,4975.95,New position,0.0,0.609,Risk Assets,REFLATION
2025-01-27,WMT,HOLD,33,97.4,3214.2,New position,0.0,0.599,Risk Assets,REFLATION
2025-01-28,TSLA,HOLD,7,398.09,2786.63,New position,0.0,0.599,Risk Assets,REFLATION
2025-01-28,JPM,HOLD,12,267.14,3205.68,New position,0.0,0.599,Risk Assets,REFLATION
2025-01-28,AAPL,HOLD,12,238.26,2859.12,New position,0.0,0.594,Risk Assets,REFLATION
2025-01-28,CME,HOLD,21,234.39,4922.19,New position,0.0,0.609,Risk Assets,REFLATION
2025-01-28,WMT,HOLD,33,97.29,3210.57,New position,0.0,0.599,Risk Assets,REFLATION
2025-01-29,TSLA,HOLD,7,389.1,2723.7,New position,0.0,0.599,Risk Assets,REFLATION
2025-01-29,JPM,HOLD,12,266.58,3198.96,New position,0.0,0.599,Risk Assets,REFLATION
2025-01-29,AAPL,HOLD,12,239.36,2872.32,New position,0.0,0.594,Risk Assets,REFLATION
2025-01-29,CME,HOLD,21,232.5,4882.5,New position,0.0,0.609,Risk Assets,REFLATION
2025-01-29,WMT,HOLD,33,97.5,3217.5,New position,0.0,0.599,Risk Assets,REFLATION
2025-01-30,TSLA,HOLD,7,400.28,2801.96,New position,0.0,0.599,Risk Assets,REFLATION
2025-01-30,JPM,HOLD,12,268.23,3218.76,New position,0.0,0.599,Risk Assets,REFLATION
2025-01-30,AAPL,HOLD,12,237.59,2851.08,New position,0.0,0.594,Risk Assets,REFLATION
2025-01-30,CME,HOLD,21,235.92,4954.32,New position,0.0,0.609,Risk Assets,REFLATION
2025-01-30,WMT,HOLD,33,98.65,3255.45,New position,0.0,0.599,Risk Assets,REFLATION
2025-01-31,TSLA,HOLD,7,404.6,2832.2,New position,0.0,0.599,Risk Assets,REFLATION
2025-01-31,JPM,HOLD,12,267.3,3207.6,New position,0.0,0.599,Risk Assets,REFLATION
2025-01-31,AAPL,HOLD,12,236.0,2832.0,New position,0.0,0.594,Risk Assets,REFLATION
2025-01-31,CME,HOLD,21,236.52,4966.92,New position,0.0,0.609,Risk Assets,REFLATION
2025-01-31,WMT,HOLD,33,98.16,3239.28,New position,0.0,0.599,Risk Assets,REFLATION
