date,asset,action,quantity,price,value,reason,score_before,score_after,bucket,regime
2023-02-17,AAAU,HOLD,143,18.26,2611.9,Position update,0.0,0.0,Unknown,DEFLATION
2023-02-21,BAR,HOLD,164,18.17,2979.88,Position update,0.0,0.0,Unknown,DEFLATION
2023-02-21,IAU,HOLD,86,34.79,2991.94,Position update,0.0,0.0,Unknown,DEFLATION
2023-02-21,AAAU,HOLD,143,18.2,2602.6,Position update,0.0,0.0,Unknown,DEFLATION
2023-02-22,BAR,HOLD,164,18.07,2962.66,Position update,0.0,0.0,Unknown,DEFLATION
2023-02-22,IAU,HOLD,86,34.61,2976.46,Position update,0.0,0.0,Unknown,DEFLATION
2023-02-22,AAAU,HOLD,143,18.09,2586.87,Position update,0.0,0.0,Unknown,DEFLATION
2023-02-23,BAR,HOLD,164,18.05,2960.2,Position update,0.0,0.0,Unknown,DEFLATION
2023-02-23,IAU,HOLD,86,34.58,2973.88,Position update,0.0,0.0,Unknown,DEFLATION
2023-02-23,AAAU,HOLD,143,18.08,2586.16,Position update,0.0,0.0,Unknown,DEFLATION
2023-02-24,BAR,HOLD,164,17.94,2942.16,Position update,0.0,0.0,Unknown,DEFLATION
2023-02-24,IAU,HOLD,86,34.33,2952.38,Position update,0.0,0.0,Unknown,DEFLATION
2023-02-24,AAAU,HOLD,143,17.96,2568.28,Position update,0.0,0.0,Unknown,DEFLATION
2023-02-27,BAR,HOLD,164,18.0,2952.0,Position update,0.0,0.0,Unknown,DEFLATION
2023-02-27,IAU,HOLD,86,34.45,2962.7,Position update,0.0,0.0,Unknown,DEFLATION
2023-02-27,AAAU,HOLD,143,18.02,2577.57,Position update,0.0,0.0,Unknown,DEFLATION
2023-02-28,BAR,HOLD,164,18.08,2965.94,Position update,0.0,0.0,Unknown,DEFLATION
2023-02-28,IAU,HOLD,86,34.62,2977.32,Position update,0.0,0.0,Unknown,DEFLATION
2023-02-28,AAAU,HOLD,143,18.12,2591.16,Position update,0.0,0.0,Unknown,DEFLATION
